,title,price,description,feature,brand,price_sgd,screen_size_inches,resolution,smart_tv,weight_kg,height_cm,width_cm,depth_cm,refresh_rate_hz,hdmi_ports,usb_ports,operating_system,energy_efficiency_class,sound_output_w
178,5 Inch Portable,S$132.91,"Screen size; 5 Inches; Brand; Acogedor; Display technology; LED; Resolution; 1080p; Special features; Flat; Included components; Stand, TV, Remote Control, Batteries; Connectivity technology; USB; Colour; default; Mounting type; Table Mount; Model year; 2018","About this item; 5"" Pocket TV - 5"" portable digital TV, 16:9 screen size, 1920 x 1280 resolution, built-in 1500mAh rechargeable lithium battery capacity, support max 64gb tf card, suitable for Canada, USA, Mexico, El Salvador, Dominican Republic, Puerto Rico (US), US The Virgin Islands.; Portable ATSC TV - This handheld tv is an ATSC compliant portable TV. What's more, it can be used to watch not only analog TV, but also digital TV and ATV.; Function - The handheld TV has USB interface, memory card slot, can play U disk content, supports 1080p video, MKV, MOV, AVI, WMV, MP4, FLV, MPEG1?4, MP3 and other functions. The TV signal is given priority. Besides, it is also equipped with a high-sensitivity adjuster, which greatly improves the signal receiving ability. Receiving channels: ATV 48.25Mhz ~ 863.25Mhz; DTV VHF (50MHz ~ 230Mhz); DTV UHF (474Mhz ~ 862Mhz).; Scope of application - This mini TV is only pocket size or palm size, easy to carry, whether you are cooking in the kitchen, or going out fishing, camping, road trips, outdoor vacations, etc., you can take it with you, allowing you to watch TV at any time, Don't miss every wonderful moment.; Guarantee - If there any issue about this product, please CONTACT us, we will give the best solution in the first time. we guarantee replacement or refund.",Others,132.91,5.0,1080p,No,,,,,,,,Not specified,Not specified,
179,Acogedor Car,S$200.09,"Screen size; 10 Inches; Brand; Acogedor; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LCD; Resolution; 1080p; Special features; Flat; Connectivity technology; VGA, USB, HDMI; Colour; 10 inch; Mounting type; Table Mount; Item weight; 1.28 Kilograms","About this item; DIGITAL SMART TV: This car digital TV allows you to watch HD TV programs and listen to clear FM radio stations and music in the car. Portable TV, which complies with ATSC, can watch digital TV (analog TV is not supported). A digital TV tuner with ATSC can produce true colors to achieve a more realistic visual effect.; 10INCH SMART TV: The 10 inch LCD smart TV, 26X16.5X 2.7cm, 12.7X22.3cm screen size. 1080P HD ensures ultra-clear pictures and videos. In addition, it also supports external sources, including AV input/output, memory and MMC cards, USB devices, etc.; MULTIPLE INPUTS: It also supports car digital TV, AV input/output, FM radio, SD and MMC card and USB device, VGA, HDMI. Remote control makes operation more convenient and easier.; RECHARGEABLE BATTERY: Equipped with 1500mah rechargeable lithium battery, and 12V car charger, Full charge can be used for 70 minutes, suitable for the car and long road trips.; APPLICABLE COUNTRIES: Canada, the United States, Mexico, El Salvador, Dominican Republic, Puerto Rico (U.S.), U.S. Virgin Islands. If there any issue about this product, please CONTACT us, we will give the best solution in the first time. we guarantee replacement or refund.",Others,200.09,10.0,1080p,Yes,1.28,26.0,16.5,2.7,,1.0,1.0,Not specified,Not specified,
180,UGREEN 4K HDMI Cable Braided High Speed HDMI 2.0 Cord 18Gbps with Ethernet Support 4K 60Hz HDCP 2.2 ARC 3D Compatible with UHD,S$12.99,"Brand; UGREEN; Connector type; HDMI; Cable type; Ethernet; Compatible devices; Projector, Monitor, Television, Personal Computer; Special features; Braided, High Speed; Connector gender; Male-to-Male; Data transfer rate; 18 Gigabits Per Second; Shape; Round; Item weight; 0.14 Kilograms; Connectivity technology; HDMI","About this item; 4K 60Hz Supported: UGREEN HDMI male to male cable supports the latest HDMI standard, 4K video at 60 Hz UHD, 3D, 2160P, 1080P and backward compatible with earlier versions. It also provides you mirror and extend mode for connecting a larger diaplay.; Super Fast 18Gbps: This hdmi to hdmi ultra high speed cable supports bandwidth up to 18Gbps transfer, offering you faster and more smooth screen.; Compatible with all HDMI Ports: Compatible for Blu-Ray Player, Apple TV, Xbox One, PS5 PS4 PS3, Nintendo Switch, Roku TV stick, and laptops with HDMI output to 4K UHD TV, monitor, projector and more.; Reliable Signal Transmission: Tinned copper core wire with multiple shielding ensures you efficient transmission with less data loss. Exclusive TMDS technology ensures EMI reduction, helping you against external signal interference and providing error-free signal transfer.; Enhanced Durability: Built with premium gold-plated connectors and high-quality nylon braided jacket, this hdmi monitor cable can withstand more frequent bending test without reducing cable flexibility and ensure a longer lifespan.",Others,12.99,,4K,Not specified,0.14,,,,,,,Not specified,Not specified,
181,Sony X950H 75-inch,"S$2,299.00","Screen size; 74.5 Inches; Brand; Sony; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Resolution; 4K; Special features; Flat; Model name; X950H; Included components; Stand, TV; Mounting type; Table Mount; Item weight; 1 Pounds","About this item; PICTURE PROCESSOR X1 ULTIMATE: Sonys best processor analyzes content to boost color, contrast and clarity, bringing astounding realism to your content; TRILUMINOS Display: See exactly what the creator intended with advanced color and gradation",Sony,2299.0,74.5,4K,Yes,0.453592,,,,,,,Not specified,Not specified,
182,Samsung QN50Q60AA 50 Inch QLED 4K UHD Smart,"S$2,614.35","Screen size; 49.5 Inches; Brand; Samsung-3P; Supported Internet services; netflix, Amazon Instant Video; Display technology; QLED; Resolution; 4K; Special features; 100% Color Volume with Quantum Dot; Dual LED; Quantum HDR; AirSlim; Quantum Processor 4K Lite; Model name; E94SAMQN50Q60AA; Included components; Stand, User Manual, TV, E Manual; Connectivity technology; Ethernet, BluetoothWi Fi; Mounting type; Wall Mount","About this item; Samsung QN50Q60AA 50 Inch QLED 4K UHD Smart TV (2021); Quantum Processor Lite 4K | Easily access your PC, Laptop, and mobile seamlessly on your TV | Simply tap to connect | Enjoy free live streaming TV content with our virtual channels; QLED TV displays an intricately colored image of flamingos to demonstrate color shading brilliance of Quantum Dot technology. Compared to SDR technology, the sunset prairie image on the right which has HDR10+ logo shows a wider range of contrast created by Quantum HDR technology.; BUNDLE INCLUDES: Samsung QN50Q60AA 50 Inch QLED 4K UHD Smart TV (2021) | Remote | User Manual | E-Manual | Power Cable | Limited Warranty | Premium 4 Year Extended Protection Plan",Samsung,2614.35,49.5,4K,Yes,,,,,,,,Not specified,Not specified,
183,"Soulaca 32"" inches Smart Touchscreen Magic Mirror LED","S$2,138.32","Screen size; 32 Inches; Brand; Soulaca; Supported Internet services; Netflix, YouTube, Browser; Display technology; LED; Resolution; 1080p; Refresh rate; 60 Hz; Special features; Flat; Model name; Soulaca; Included components; Stand, TV, Remote Control; Connectivity technology; USB,HDMI*2,TV,Audio, LAN, Bluetooth","About this item; 👍【LUXURY MAGIC MIRROR TV】 - 32"" full touch screen smart Mirror is always Up-to-Date, it presents TV programs when turned on and a mirror when turned off. The TV is IP66 waterproof and it is luxury installed in bathroom, hotel and kitchens.Control your TV up to 50% faster than with a remote control. Good sound quality with integrated speakers or external speakers (not included).; 👍【SMART TV SYSTEM】 - Smart digital TV with Android 11.0 system, have access to channels without TV box. Feel free to download the updated Apps from TV APP store. No Aerial Required! FULL HD ready TV, 16:9 screen, resolution:1920x1080, provides high quality and vivid pictures. For more specification, please refer to below product description.; 👍【INTERFACE 】- TV/HDMI x 1/USBx1/Audio Out Port/ LAN/Integrated Wi-Fi/Bluetooth. Touch Screen Android TV. TV works on 12 Volt DC and safety using in wet environments.; 👍【DIMENSION&INSTALLATION 】- Unit Size (W x H x D): 728Wx440Hx48D mm (28 11/16""”x17 5/16”x1 7/8""). Frameless design, super narrow edge out of display area. Can be easily recessed or surface mounted. Installation please refers to the last picture.; 👍【SHIPPING&WARRANTY】- It usually takes 2-4 working days for us to ship out the product via DHL, FedEx or UPS after the payment is made and confirmed, then an additional 3-7 working days to reach you. All our TVs come with 2 years warranty. If you have any questions, please feel free to contact Soulaca customer service, we will come back to you within 24 hours!",Others,2138.32,32.0,1080p,Yes,,44.0,72.8,4.8,60.0,1.0,1.0,Android TV,Not specified,
184,Certified 8K Fiber Optical HDMI 2.1 Cable Ultra High Speed HDMI Cable 48Gbps phoossno HDR eARC HDCP2.2 2.3 Support 4K 120Hz 8K60Hz Compatible with PS5 Xbox,S$59.99,"Brand; Phoossno; Connector type; Optical, HDMI; Cable type; HDMI, Fibre Optic; Compatible devices; Monitor, Television, DVD Player, Personal Computer, Xbox; Special features; High Speed; Connector gender; Male-to-Male; Data transfer rate; 48 Gigabits Per Second; Shape; Round; Connectivity technology; HDMI","About this item; Phoossno HDMI 8K Cable is HDMI ATC certified Active Optical Fiber Cable(With HDMI Ultra High Speed label). Slim/Portable/Long distance, cable OD only 4.8mm, max length is 30m; Ultra High Speed hdmi Certified 8K , support resolution to 4K@120Hz and 8K@60Hz, support HDR and 3D, back compatible to HDMI 2.0 and HDMI 1.4 [Note]: Compatible with RTX3080/3090 to LG C1/LG BX； RTX 3080/RTX 3090 to LG CX /LGC9 B9 compatibility is on process of updating.; HDMI fiber optic cable support full 48Gbps bandwidth, support HDCP2.2 and HDCP2.3, eARC, Dobly 7.1, Support new HDMI 2.1 ALLM/QFT/QMS/VRR; HDMI 8K 2.1 Cable use optical engineer inside, 24K gold plated connector, 8K signal transmission with light-speed, without any signal-loss, without signal-compress.; Comprehensive application : Home theater, Audio&Video playing, High-Resolution Video Conference, Office Application, Multi-medial Education System, VR&AR, PS4/PS5&XBox One S Game play, CCTV system, Broadcasting System, Digital Signage, Medical Imaging System",Others,59.99,,Not specified,Not specified,,,,,,,,Not specified,Not specified,
185,Deco,S$301.16,Mounting type; Wall Mount; Brand; Frame My TV; Material; Aluminum; TV size; 32 Inches; Colour; Gold; Minimum compatible size; 32 Inches; Compatible devices; Televisions,About this item; IMPORTANT NOTE: The Deco TV Frames line is made exclusively for Samsung The Frame TV and is NOT compatible with ANY other TV models; Turn any size Samsung The Frame TV into a true masterpiece. Deco TV Frames by Frame My TV add art gallery style quality to enhance any room; Each frame arrives as 4 pieces that hook and latch onto your Samsung The Frame TV to perfectly align with the edge of the TV screen. Each Deco TV frame can be easily installed by any consumer with no technical knowledge in under 2 minutes; *When adding a Deco frame to your Samsung Frame TV you may need to slightly adjust the brightness settings and/or the motion sensor settings,Others,301.16,32.0,Not specified,Not specified,,,,,,,,Not specified,Not specified,
186,Sharp 4T-C50DK1X 4K UHD,S$798.00,"Screen size; 50 Inches; Brand; Sharp; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Product dimensions; 111.7D x 27.3W x 72H centimetres; Resolution; 4K; Special features; Flat; Model name; 4T C50DK1X; Included components; Stand, TV; Mounting type; Table Mount; Audio input; USB, Optical, HDMI","About this item; X4 Revelation Processor - Enjoy seamless visuals; Resolution: 4K Ultra HD (3,840 x 2,160); Audio Output Power: 10W x2 + Reflector; Dimensions - without stand: 1117 x 655 x 80mm (WxHxD); Dimensions - with stand: 1117 x 720 x 273mm (WxHxD)",Others,798.0,50.0,4K,"Netflix, Amazon Instant Video, YouTube",,72.0,111.7,27.3,,,,Not specified,Not specified,20.0
187,Samsung QA75QN800AKXXS 75-inch 8K Neo QLED Smart,"S$9,989.00","Screen size; 75 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Resolution; 8K; Special features; Flat; Model name; QA75QN800AKXXS; Included components; Stand, TV; Mounting type; Table Mount","About this item; QA75QN800AKXXS 75-inch 8K Neo QLED Smart TV, 2 Ticks; Samsung",Samsung,9989.0,75.0,8K,Yes,,,,,,,,Not specified,Not specified,
